0.047619            0.325049
0.0952381            0.509249
0.142857            0.605961
0.190476             0.64833
0.238095            0.656945
0.285714            0.644593
0.333333            0.619218
0.380952            0.585754
0.428571            0.547264
0.47619            0.505654
0.52381            0.462105
0.571429            0.417353
0.619048            0.371852
0.666667            0.325886
0.714286            0.279632
0.761905            0.233199
0.809524            0.186654
0.857143             0.14004
0.904762           0.0933835
0.952381              0.0467
